Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,League,Home_Form_Points,Home_Form_GoalsFor,Home_Form_GoalsAgainst,Away_Form_Points,Away_Form_GoalsFor,Away_Form_GoalsAgainst,Home_Elo,Away_Elo,H2H_HomeWinRate,H2H_Meetings
2026-02-14,Lille,Brest,1,1,D,Ligue1_2025-26,Ligue 1,0.2,0.2,2.0,1.4,1.4,1.2,1613.9659073737485,1547.2407365212487,0.2727272727272727,11
2026-02-14,Sevilla,Alaves,1,1,D,LaLiga_2025-26,La Liga,1.0,1.2,1.8,1.2,1.0,1.6,1450.0002933251465,1461.907025165283,0.3333333333333333,9
2026-02-14,Ein Frankfurt,M'gladbach,3,0,H,Bundesliga_2025-26,Bundesliga,0.4,1.6,2.6,0.6,0.6,2.0,1565.8841741488293,1476.9044752352672,0.45454545454545453,11
2026-02-14,Hoffenheim,Freiburg,3,0,H,Bundesliga_2025-26,Bundesliga,2.4,2.0,1.4,1.4,1.0,1.2,1568.4565676562063,1557.4815572125688,0.09090909090909091,11
2026-02-14,Werder Bremen,Bayern Munich,0,3,A,Bundesliga_2025-26,Bundesliga,0.4,0.8,1.6,2.0,3.2,1.4,1483.9743956517307,1782.3498068333502,0.1111111111111111,9
2026-02-14,Hamburg,Union Berlin,3,2,H,Bundesliga_2025-26,Bundesliga,1.2,1.0,0.8,0.6,0.8,1.8,1492.7806365711097,1492.901299198214,0.0,1
2026-02-14,Paris FC,Lens,0,5,A,Ligue1_2025-26,Ligue 1,1.2,1.0,1.0,2.4,1.8,0.8,1484.5248526053272,1663.5271713544055,0.0,1
2026-02-14,Espanol,Celta,2,2,D,LaLiga_2025-26,La Liga,0.2,1.0,2.4,1.4,1.2,1.0,1493.9445817915184,1542.761687392091,0.5714285714285714,7
2026-02-14,Getafe,Villarreal,2,1,H,LaLiga_2025-26,La Liga,1.0,0.8,0.8,1.4,1.8,1.6,1455.9904663931254,1662.9324810704252,0.0,11
2026-02-14,Como,Fiorentina,1,2,A,SerieA_2025-26,Serie A,1.6,2.2,0.8,1.0,1.4,1.6,1591.0143187451379,1517.037350796371,0.6666666666666666,3
2026-02-14,Lazio,Atalanta,0,2,A,SerieA_2025-26,Serie A,1.6,1.2,1.4,2.2,1.8,0.4,1593.658945904426,1639.4406001166417,0.36363636363636365,11
2026-02-14,Inter,Juventus,3,2,H,SerieA_2025-26,Serie A,3.0,3.0,0.4,2.0,2.8,0.8,1784.0796554401331,1684.3221368499271,0.2727272727272727,11
2026-02-14,Marseille,Strasbourg,2,2,D,Ligue1_2025-26,Ligue 1,1.4,2.0,2.4,1.4,1.8,1.4,1645.5936464905255,1562.9865528755158,0.36363636363636365,11
2026-02-14,Real Madrid,Sociedad,4,1,H,LaLiga_2025-26,La Liga,3.0,2.6,0.4,2.6,2.2,1.0,1790.2831250698569,1535.8505901310584,0.6363636363636364,11
2026-02-15,Lyon,Nice,2,0,H,Ligue1_2025-26,Ligue 1,3.0,2.4,0.8,1.2,1.6,1.8,1647.30203226927,1552.1573335476937,0.45454545454545453,11
2026-02-15,Napoli,Roma,2,2,D,SerieA_2025-26,Serie A,2.0,1.2,1.2,2.0,1.4,0.4,1711.0956369537985,1655.9179966403383,0.5454545454545454,11
2026-02-15,Oviedo,Ath Bilbao,1,2,A,LaLiga_2025-26,La Liga,1.0,1.0,1.6,1.0,1.8,1.8,1452.570519121201,1559.3900706902486,0.0,1
2026-02-15,Udinese,Sassuolo,1,2,A,SerieA_2025-26,Serie A,1.4,1.4,1.2,1.2,0.8,1.8,1495.4708334579243,1461.2847295529648,0.3333333333333333,9
2026-02-15,Cremonese,Genoa,0,0,D,SerieA_2025-26,Serie A,0.2,0.2,2.0,1.4,2.0,1.6,1434.1222862218383,1476.0296901243175,1.0,1
2026-02-15,Augsburg,Heidenheim,1,0,H,Bundesliga_2025-26,Bundesliga,1.6,1.4,1.4,0.2,0.8,2.2,1471.0800539649008,1393.1671256110274,0.6,5
2026-02-15,Torino,Bologna,1,2,A,SerieA_2025-26,Serie A,0.8,0.6,2.4,0.6,1.2,2.2,1496.4465570778696,1552.2429349000818,0.18181818181818182,11
2026-02-15,Mallorca,Betis,1,2,A,LaLiga_2025-26,La Liga,1.2,1.6,2.2,2.0,1.4,0.8,1475.776179755312,1611.748261081977,0.1111111111111111,9
2026-02-15,Lorient,Angers,2,0,H,Ligue1_2025-26,Ligue 1,2.0,1.6,1.0,1.4,1.0,1.4,1493.803653741,1458.1176089638968,0.2857142857142857,7
2026-02-15,Le Havre,Toulouse,2,1,H,Ligue1_2025-26,Ligue 1,1.6,1.0,0.8,1.4,1.4,1.0,1470.0084316089717,1529.8100814723427,0.4,5
2026-02-15,Parma,Verona,2,1,H,SerieA_2025-26,Serie A,1.0,0.4,1.6,0.4,0.6,2.0,1455.9688365101351,1397.1550490367536,0.4,5
2026-02-15,Vallecano,Ath Madrid,3,0,H,LaLiga_2025-26,La Liga,0.8,1.0,2.0,1.6,1.0,0.4,1484.9155882554194,1677.626552596756,0.0,9
2026-02-15,RB Leipzig,Wolfsburg,2,2,D,Bundesliga_2025-26,Bundesliga,1.4,1.6,1.8,0.8,1.0,1.6,1611.7048715221856,1447.6476897133236,0.5454545454545454,11
2026-02-15,Levante,Valencia,0,2,A,LaLiga_2025-26,La Liga,1.0,1.2,1.8,1.4,1.2,1.4,1431.9769288215361,1488.1243105209232,0.2,5
2026-02-15,Metz,Auxerre,1,3,A,Ligue1_2025-26,Ligue 1,0.4,0.8,1.8,0.4,0.0,0.8,1380.1549244253354,1438.3615550189136,0.0,1
2026-02-16,Cagliari,Lecce,0,2,A,SerieA_2025-26,Serie A,1.8,1.4,1.2,0.8,0.4,0.8,1471.3113832175766,1419.9722663005718,0.4,5
2026-02-16,Girona,Barcelona,2,1,H,LaLiga_2025-26,La Liga,1.6,1.0,0.6,2.4,2.4,0.6,1496.111885977213,1790.731656590517,0.2857142857142857,7
2026-02-18,Levante,Villarreal,0,1,A,LaLiga_2025-26,La Liga,0.8,1.0,2.0,0.8,1.4,1.8,1420.721409155476,1649.948102358759,0.25,4
2026-02-18,Milan,Como,1,1,D,SerieA_2025-26,Serie A,2.6,2.0,0.6,1.4,2.2,1.0,1711.7980337092133,1576.3872825613903,1.0,3
2026-02-18,Wolves,Arsenal,2,2,D,PL_2025-26,Premier League,0.4,0.2,1.4,1.6,2.0,0.8,1387.4827364703553,1745.2143189073436,0.18181818181818182,11
2026-02-20,Mainz,Hamburg,1,1,D,Bundesliga_2025-26,Bundesliga,1.8,1.6,1.6,1.8,1.4,0.8,1503.4515442414931,1499.9825373037597,0.0,1
2026-02-20,Brest,Marseille,2,0,H,Ligue1_2025-26,Ligue 1,1.0,1.2,1.4,1.6,2.4,2.4,1551.7021604016809,1640.7736527644151,0.2727272727272727,11
2026-02-20,Ath Bilbao,Elche,2,1,H,LaLiga_2025-26,La Liga,1.4,2.0,1.8,0.4,1.2,2.2,1569.1938134211916,1418.0145435938732,0.42857142857142855,7
2026-02-20,Sassuolo,Verona,3,0,H,SerieA_2025-26,Serie A,1.8,1.2,1.6,0.4,0.4,1.8,1474.9656874740983,1391.4322489789517,0.6666666666666666,9
2026-02-21,Aston Villa,Leeds,1,1,D,PL_2025-26,Premier League,1.4,0.8,0.6,1.6,1.4,1.6,1665.196110495652,1470.3917139375963,0.5714285714285714,7
2026-02-21,Union Berlin,Leverkusen,1,0,H,Bundesliga_2025-26,Bundesliga,0.4,1.0,2.2,2.0,1.8,0.6,1485.699398465564,1690.1433375655336,0.09090909090909091,11
2026-02-21,Lens,Monaco,2,3,A,Ligue1_2025-26,Ligue 1,2.4,2.2,0.8,1.6,1.6,0.8,1671.2916979349002,1591.1117494218627,0.5454545454545454,11
2026-02-21,Bayern Munich,Ein Frankfurt,3,2,H,Bundesliga_2025-26,Bundesliga,2.0,3.2,1.2,1.0,1.8,2.0,1787.1890914615224,1570.9246239002864,0.5454545454545454,11
2026-02-21,Brentford,Brighton,0,2,A,PL_2025-26,Premier League,1.4,1.0,1.4,0.4,0.6,1.2,1576.4450041130583,1548.889323752813,0.2222222222222222,9
2026-02-21,Chelsea,Burnley,1,1,D,PL_2025-26,Premier League,2.6,2.6,1.2,1.0,1.2,2.0,1632.5081217406382,1369.6484244735527,0.7142857142857143,7
2026-02-21,West Ham,Bournemouth,0,0,D,PL_2025-26,Premier League,2.0,2.0,1.2,2.2,1.8,1.0,1463.2606876202856,1567.1060660920994,0.2857142857142857,7
2026-02-21,Wolfsburg,Augsburg,2,3,A,Bundesliga_2025-26,Bundesliga,0.4,1.0,1.8,2.0,1.4,1.2,1454.0585633636251,1476.3644536921677,0.18181818181818182,11
2026-02-21,RB Leipzig,Dortmund,2,2,D,Bundesliga_2025-26,Bundesliga,1.6,1.8,1.2,3.0,3.0,1.0,1605.2939978718841,1698.719948605471,0.5454545454545454,11
2026-02-21,FC Koln,Hoffenheim,2,2,D,Bundesliga_2025-26,Bundesliga,1.2,1.2,1.6,2.4,2.4,1.4,1436.2474439010764,1575.3668183470888,0.2222222222222222,9
2026-02-21,Paris SG,Metz,3,0,H,Ligue1_2025-26,Ligue 1,2.4,2.4,0.8,0.2,0.8,2.2,1797.801870272095,1368.957783175571,1.0,7
2026-02-21,Man City,Newcastle,2,1,H,PL_2025-26,Premier League,2.0,1.8,1.0,0.8,1.0,2.0,1730.322379417587,1576.8751052917435,0.7272727272727273,11
2026-02-21,Sociedad,Oviedo,3,3,D,LaLiga_2025-26,La Liga,2.0,2.0,1.6,0.8,1.0,1.8,1533.549820929743,1442.766776390258,0.0,1
2026-02-21,Osasuna,Real Madrid,2,1,H,LaLiga_2025-26,La Liga,2.2,2.0,1.2,3.0,2.4,0.4,1526.5380325096858,1792.5838942711723,0.0,11
2026-02-21,Betis,Vallecano,1,1,D,LaLiga_2025-26,La Liga,2.4,1.6,0.8,1.2,1.4,1.8,1620.7165851404027,1497.5224419366605,0.4444444444444444,9
2026-02-21,Toulouse,Paris FC,1,1,D,Ligue1_2025-26,Ligue 1,1.4,1.6,0.8,1.2,0.8,1.6,1520.96194774683,1476.7603260248325,1.0,1
2026-02-21,Cagliari,Lazio,0,0,D,SerieA_2025-26,Serie A,1.8,1.4,1.0,1.0,1.0,1.8,1457.2115681505177,1582.1109618875355,0.0,9
2026-02-21,Lecce,Inter,0,2,A,SerieA_2025-26,Serie A,1.4,0.8,0.6,3.0,3.4,0.8,1434.0720813676307,1788.8898144333289,0.0,7
2026-02-21,Juventus,Como,0,2,A,SerieA_2025-26,Serie A,1.4,2.2,1.4,1.6,2.2,0.6,1679.5119778567314,1582.286634144557,0.6666666666666666,3
2026-02-21,Ath Madrid,Espanol,4,2,H,LaLiga_2025-26,La Liga,1.4,0.8,0.8,0.2,1.2,2.6,1665.019698915515,1492.4819848530756,0.2857142857142857,7
2026-02-22,Nice,Lorient,3,3,D,Ligue1_2025-26,Ligue 1,1.0,1.4,2.0,2.4,1.8,0.8,1547.2494998748311,1500.0854330360248,0.3333333333333333,9
2026-02-22,Getafe,Sevilla,0,1,A,LaLiga_2025-26,La Liga,1.6,1.0,0.6,1.2,1.4,1.8,1468.9748451047917,1447.5177389576766,0.2727272727272727,11
2026-02-22,St Pauli,Werder Bremen,2,1,H,Bundesliga_2025-26,Bundesliga,1.0,0.8,1.6,0.2,0.2,1.6,1427.804895060508,1479.1351110235585,0.0,3
2026-02-22,Heidenheim,Stuttgart,3,3,D,Bundesliga_2025-26,Bundesliga,0.2,0.6,2.0,2.0,1.8,0.8,1387.8827258837605,1607.6820100839875,0.4,5
2026-02-22,Genoa,Torino,3,0,H,SerieA_2025-26,Serie A,1.0,1.4,1.6,0.8,0.8,2.4,1477.6863199254883,1485.1810952244955,0.1111111111111111,9
2026-02-22,Atalanta,Napoli,2,1,H,SerieA_2025-26,Serie A,2.2,1.8,0.4,2.0,1.6,1.6,1650.9885841335322,1706.9043287258862,0.36363636363636365,11
2026-02-22,Roma,Cremonese,3,0,H,SerieA_2025-26,Serie A,1.6,1.4,0.8,0.4,0.2,1.0,1660.1093048682505,1432.4656564206675,0.6666666666666666,3
2026-02-22,Freiburg,M'gladbach,2,1,H,Bundesliga_2025-26,Bundesliga,1.4,1.0,1.4,0.6,0.4,1.6,1550.5713065216862,1471.86402548381,0.36363636363636365,11
2026-02-22,Angers,Lille,0,1,A,Ligue1_2025-26,Ligue 1,1.4,0.8,1.4,0.4,0.4,1.8,1451.835829668872,1609.5044834933162,0.2222222222222222,9
2026-02-22,Milan,Parma,0,1,A,SerieA_2025-26,Serie A,2.2,1.6,0.6,1.4,0.8,1.8,1705.8986821260467,1461.691636567937,0.4,5
2026-02-22,Barcelona,Levante,3,0,H,LaLiga_2025-26,La Liga,1.8,2.2,1.0,0.8,1.0,1.8,1775.6506898211571,1414.2783213467662,0.8,5
2026-02-22,Villarreal,Valencia,2,1,H,LaLiga_2025-26,La Liga,1.4,1.6,1.4,1.8,1.4,1.2,1656.3911901674687,1499.3798301869833,0.45454545454545453,11
2026-02-22,Auxerre,Rennes,0,3,A,Ligue1_2025-26,Ligue 1,1.0,0.6,0.6,0.8,1.0,2.2,1449.558696268678,1558.7651432454284,0.4,5
2026-02-22,Nott'm Forest,Liverpool,0,1,A,PL_2025-26,Premier League,1.2,0.8,0.8,1.4,1.8,1.4,1505.0810799187327,1675.19573687599,0.42857142857142855,7
2026-02-22,Crystal Palace,Wolves,1,0,H,PL_2025-26,Premier League,0.8,1.2,1.8,0.4,0.6,1.8,1533.7310225942083,1393.7851180053742,0.7272727272727273,11
2026-02-22,Tottenham,Arsenal,1,4,A,PL_2025-26,Premier League,0.4,1.2,2.0,1.6,2.4,1.2,1469.5742267533685,1738.9119373723247,0.18181818181818182,11
2026-02-22,Strasbourg,Lyon,3,1,H,Ligue1_2025-26,Ligue 1,1.4,2.0,1.6,3.0,2.2,0.6,1567.8065466016262,1652.2098659421326,0.2727272727272727,11
2026-02-22,Nantes,Le Havre,2,0,H,Ligue1_2025-26,Ligue 1,0.0,0.8,2.4,1.6,1.0,0.8,1409.9065187435124,1478.8565653344845,0.2,5
2026-02-22,Celta,Mallorca,2,0,H,LaLiga_2025-26,La Liga,1.0,1.4,1.4,1.2,1.6,2.2,1544.224284330534,1466.8078556968862,0.3333333333333333,9
2026-02-22,Sunderland,Fulham,1,3,A,PL_2025-26,Premier League,1.2,1.2,1.6,0.6,1.0,2.0,1531.7937051443578,1526.7732649210088,0.0,1
2026-02-23,Bologna,Udinese,1,0,H,SerieA_2025-26,Serie A,0.6,1.0,2.0,1.2,1.2,1.2,1563.5083967534558,1481.7898755367908,0.2727272727272727,11
2026-02-23,Everton,Man United,0,1,A,PL_2025-26,Premier League,1.6,1.2,1.0,2.6,2.2,1.0,1549.6970759446097,1586.2937603505795,0.18181818181818182,11
2026-02-23,Alaves,Girona,2,2,D,LaLiga_2025-26,La Liga,1.4,1.0,1.2,1.6,1.2,0.8,1464.3895795327528,1511.192852746573,0.2,5
2026-02-23,Fiorentina,Pisa,1,0,H,SerieA_2025-26,Serie A,1.4,1.6,1.6,0.4,1.0,2.4,1531.6643869801185,1440.4781762825571,0.0,1
2026-02-27,Augsburg,FC Koln,2,0,H,Bundesliga_2025-26,Bundesliga,2.4,1.6,1.2,0.8,1.2,1.8,1488.5641255247735,1437.3686559338105,0.2222222222222222,9
2026-02-27,Parma,Cagliari,1,1,D,SerieA_2025-26,Serie A,1.8,1.0,1.8,1.4,1.2,1.0,1479.2682750542276,1457.9270058897405,0.0,5
2026-02-27,Levante,Alaves,2,0,H,LaLiga_2025-26,La Liga,0.2,0.4,2.0,1.6,1.4,1.4,1412.9657621233375,1462.870308453088,0.2,5
2026-02-27,Wolves,Aston Villa,2,0,H,PL_2025-26,Premier League,0.4,0.6,1.6,1.6,1.0,0.6,1389.7689184233066,1658.293180375953,0.36363636363636365,11
2026-02-27,Strasbourg,Lens,1,1,D,Ligue1_2025-26,Ligue 1,1.4,2.2,1.6,1.8,2.4,1.4,1577.3579393491018,1656.525513525798,0.36363636363636365,11
2026-02-28,Inter,Genoa,2,0,H,SerieA_2025-26,Serie A,3.0,3.6,0.8,1.4,2.0,1.6,1792.6382555504697,1485.0849863409744,0.6666666666666666,9
2026-02-28,Dortmund,Bayern Munich,2,3,A,Bundesliga_2025-26,Bundesliga,2.6,2.8,1.0,2.0,2.8,1.4,1698.9091423751224,1789.9764141954606,0.09090909090909091,11
2026-02-28,Leverkusen,Mainz,1,1,D,Bundesliga_2025-26,Bundesliga,2.0,1.8,0.6,2.0,1.6,1.4,1677.2245951382822,1500.5584930758992,0.6363636363636364,11
2026-02-28,Como,Lecce,3,1,H,SerieA_2025-26,Serie A,1.6,2.0,0.6,1.4,0.8,0.8,1597.4230223893187,1430.32364025049,1.0,3
2026-02-28,Bournemouth,Sunderland,1,1,D,PL_2025-26,Premier League,2.2,1.6,0.8,0.6,1.0,2.0,1566.9953917218718,1518.85979061311,0.0,1
2026-02-28,Oviedo,Ath Madrid,0,1,A,LaLiga_2025-26,La Liga,0.8,1.4,2.2,1.4,1.4,1.2,1447.765363246706,1668.4672977040796,0.0,1
2026-02-28,Mallorca,Sociedad,0,1,A,LaLiga_2025-26,La Liga,0.6,1.0,2.2,1.6,2.2,2.0,1461.512335815196,1528.5512340732948,0.2222222222222222,9
2026-02-28,Vallecano,Ath Bilbao,1,1,D,LaLiga_2025-26,La Liga,0.8,1.2,1.8,2.0,2.0,1.4,1503.1877864001196,1573.006467993327,0.1111111111111111,9
2026-02-28,Barcelona,Villarreal,4,1,H,LaLiga_2025-26,La Liga,2.4,2.6,0.6,2.0,2.0,1.2,1776.9632490445858,1660.101320802777,0.7272727272727273,11
2026-02-28,Verona,Napoli,1,2,A,SerieA_2025-26,Serie A,0.2,0.4,2.4,1.4,1.6,2.0,1386.2726844479378,1698.1664097989003,0.18181818181818182,11
2026-02-28,Le Havre,Paris SG,0,1,A,Ligue1_2025-26,Ligue 1,1.4,0.8,1.0,2.4,2.4,0.8,1469.7478831667363,1798.7111791540112,0.0,5
2026-02-28,M'gladbach,Union Berlin,1,0,H,Bundesliga_2025-26,Bundesliga,0.4,0.6,2.0,0.8,1.0,2.0,1466.5973857981116,1498.6181408928153,0.18181818181818182,11
2026-02-28,Hoffenheim,St Pauli,0,1,A,Bundesliga_2025-26,Bundesliga,2.0,2.2,1.6,1.4,1.2,1.8,1574.2456063143547,1436.413157639294,0.3333333333333333,3
2026-02-28,Leeds,Man City,0,1,A,PL_2025-26,Premier League,1.2,1.4,1.8,2.6,2.2,0.8,1477.2946440572953,1734.0949089068408,0.14285714285714285,7
2026-02-28,Newcastle,Everton,2,3,A,PL_2025-26,Premier League,0.6,1.2,2.4,1.0,1.0,1.2,1573.1025758024896,1537.8921733398117,0.5454545454545454,11
2026-02-28,Rennes,Toulouse,1,0,H,Ligue1_2025-26,Ligue 1,1.2,1.4,2.0,1.0,0.8,0.8,1568.5002224034495,1517.0344632223787,0.14285714285714285,7
2026-02-28,Burnley,Brentford,3,4,A,PL_2025-26,Premier League,1.0,1.2,2.0,1.4,1.0,1.4,1377.4445980320775,1562.9301743276017,0.4,5
2026-02-28,Liverpool,West Ham,5,2,H,PL_2025-26,Premier League,1.8,1.8,1.2,1.6,1.6,1.0,1683.2046314733434,1463.3713619905132,0.8181818181818182,11
2026-02-28,Werder Bremen,Heidenheim,2,0,H,Bundesliga_2025-26,Bundesliga,0.2,0.4,1.8,0.2,1.0,2.4,1470.5268484447724,1391.2003741655067,0.2,5
2026-02-28,Monaco,Angers,2,0,H,Ligue1_2025-26,Ligue 1,2.2,2.0,0.6,1.4,0.4,0.6,1605.8779338309648,1443.480589912604,0.7777777777777778,9
2026-03-01,Valencia,Osasuna,1,0,H,LaLiga_2025-26,La Liga,1.2,1.4,1.6,2.2,1.8,1.0,1495.669699551675,1540.9837823569906,0.36363636363636365,11
2026-03-01,Cremonese,Milan,0,2,A,SerieA_2025-26,Serie A,0.2,0.2,1.6,1.6,1.4,0.8,1429.83178857464,1688.322043639756,0.3333333333333333,3
2026-03-01,Lorient,Auxerre,2,2,D,Ligue1_2025-26,Ligue 1,2.0,1.8,1.2,1.0,0.6,1.0,1504.0847887611721,1439.8236171106569,0.3333333333333333,3
2026-03-01,Paris FC,Nice,1,0,H,Ligue1_2025-26,Ligue 1,0.8,0.6,1.6,1.2,1.8,1.6,1480.6878105492838,1543.2501441496838,0.0,1
2026-03-01,Brighton,Nott'm Forest,2,1,H,PL_2025-26,Premier League,0.8,0.8,1.0,1.0,0.8,1.0,1562.4041535382696,1497.0721853213793,0.42857142857142855,7
2026-03-01,Arsenal,Chelsea,2,1,H,PL_2025-26,Premier League,2.2,2.8,0.8,2.2,2.4,1.4,1744.3904880838777,1624.7119481821135,0.6363636363636364,11
2026-03-01,Man United,Crystal Palace,2,1,H,PL_2025-26,Premier League,2.6,2.0,1.0,1.4,1.2,1.4,1598.0986629553774,1537.747222176276,0.2727272727272727,11
2026-03-01,Fulham,Tottenham,2,1,H,PL_2025-26,Premier League,1.2,1.6,2.0,0.4,1.2,2.4,1539.7071794522567,1464.0956760418155,0.3333333333333333,9
2026-03-01,Lille,Nantes,1,0,H,Ligue1_2025-26,Ligue 1,1.0,0.6,1.2,0.6,1.0,2.0,1617.8597232495842,1419.0152009112605,0.6363636363636364,11
2026-03-01,Betis,Sevilla,2,2,D,LaLiga_2025-26,La Liga,2.0,1.4,1.0,1.6,1.2,1.4,1615.0512406769435,1460.87778375862,0.18181818181818182,11
2026-03-01,Marseille,Lyon,3,2,H,Ligue1_2025-26,Ligue 1,1.0,1.4,2.4,2.4,2.0,1.0,1631.0880968019985,1642.658473194657,0.45454545454545453,11
2026-03-01,Girona,Celta,1,2,A,LaLiga_2025-26,La Liga,1.2,1.2,1.2,1.0,1.2,1.4,1512.7121238262378,1549.5198042122242,0.2857142857142857,7
2026-03-01,Elche,Espanol,2,2,D,LaLiga_2025-26,La Liga,0.2,1.0,2.2,0.2,1.6,3.0,1414.2018890217378,1489.034386064511,0.2,5
2026-03-01,Sassuolo,Atalanta,2,1,H,SerieA_2025-26,Serie A,2.4,1.8,1.4,2.6,2.0,0.4,1480.1252520051123,1659.726503060518,0.3333333333333333,9
2026-03-01,Torino,Lazio,2,0,H,SerieA_2025-26,Serie A,0.8,0.8,2.6,1.2,1.0,1.2,1477.7824288090094,1581.3955241483127,0.09090909090909091,11
2026-03-01,Metz,Brest,0,1,A,Ligue1_2025-26,Ligue 1,0.2,0.6,2.4,1.6,1.4,1.0,1368.0484742936546,1561.3877163640975,0.2857142857142857,7
2026-03-01,Hamburg,RB Leipzig,1,2,A,Bundesliga_2025-26,Bundesliga,1.8,1.6,1.0,1.2,1.6,1.6,1502.8755884693537,1605.1048041022327,0.0,1
2026-03-01,Ein Frankfurt,Freiburg,2,0,H,Bundesliga_2025-26,Bundesliga,0.8,1.6,2.0,1.8,1.0,1.2,1568.1373011663482,1555.8379462073847,0.45454545454545453,11
2026-03-01,Stuttgart,Wolfsburg,4,0,H,Bundesliga_2025-26,Bundesliga,2.0,2.2,1.2,0.2,1.2,2.2,1604.3643618022413,1441.8588915310193,0.36363636363636365,11
2026-03-01,Roma,Juventus,3,3,D,SerieA_2025-26,Serie A,1.6,1.6,0.8,1.4,2.2,1.6,1662.743172714278,1664.3755896119696,0.09090909090909091,11
2026-03-02,Real Madrid,Getafe,0,1,A,LaLiga_2025-26,La Liga,2.4,2.2,0.8,1.6,1.0,0.6,1778.1381444238675,1455.6148003038484,0.8181818181818182,11
2026-03-02,Udinese,Fiorentina,3,0,H,SerieA_2025-26,Serie A,1.2,1.2,1.2,1.4,1.4,1.4,1476.5902116140787,1536.6571004929954,0.36363636363636365,11
2026-03-02,Pisa,Bologna,0,1,A,SerieA_2025-26,Serie A,0.2,0.8,2.4,1.2,1.0,1.6,1435.4854627696802,1568.7080606761679,0.0,1
2026-03-03,Everton,Burnley,2,0,H,PL_2025-26,Premier League,1.4,1.4,1.4,0.8,1.4,2.4,1551.5985906346607,1369.8565925676073,0.42857142857142855,7
2026-03-03,Wolves,Liverpool,2,1,H,PL_2025-26,Premier League,1.0,1.0,1.2,2.4,2.4,1.0,1404.2717214963611,1685.94303685405,0.09090909090909091,11
2026-03-03,Leeds,Sunderland,0,1,A,PL_2025-26,Premier League,1.0,1.2,1.8,0.8,1.0,1.6,1471.524375355909,1522.8826104008895,0.0,1
2026-03-03,Bournemouth,Brentford,0,0,D,PL_2025-26,Premier League,1.8,1.2,0.6,2.0,1.8,1.6,1562.9725719340922,1570.5181797920718,0.0,7
2026-03-04,Newcastle,Man United,2,1,H,PL_2025-26,Premier League,0.6,1.6,2.6,2.6,1.8,0.8,1559.3961585076406,1603.7853709604628,0.36363636363636365,11
2026-03-04,Man City,Nott'm Forest,2,2,D,PL_2025-26,Premier League,2.6,2.0,0.8,0.4,0.6,1.4,1739.8651776082272,1491.5014337616954,0.7142857142857143,7
2026-03-04,Aston Villa,Chelsea,1,4,A,PL_2025-26,Premier League,1.0,0.6,1.0,1.6,2.0,1.6,1643.7903773028984,1620.3081888344932,0.45454545454545453,11
2026-03-04,Hamburg,Leverkusen,0,1,A,Bundesliga_2025-26,Bundesliga,1.6,1.8,1.4,1.6,1.8,0.8,1492.93974957247,1670.604912469452,0.5,0
2026-03-04,Vallecano,Oviedo,3,0,H,LaLiga_2025-26,La Liga,1.0,1.4,1.4,0.8,1.0,1.8,1502.3212767471605,1441.1061123238646,0.0,1
2026-03-04,Brighton,Arsenal,0,1,A,PL_2025-26,Premier League,1.4,1.0,0.8,2.2,2.4,1.0,1567.9749050979535,1748.794247431498,0.18181818181818182,11
2026-03-04,Fulham,West Ham,0,1,A,PL_2025-26,Premier League,1.2,1.6,2.0,1.0,1.4,1.8,1545.0432503723912,1460.6329566098066,0.3333333333333333,9
2026-03-05,Tottenham,Crystal Palace,1,3,A,PL_2025-26,Premier League,0.2,1.0,2.4,1.4,1.2,1.2,1458.759605121681,1532.0605141711906,0.6363636363636364,11
2026-03-06,Bayern Munich,M'gladbach,4,1,H,Bundesliga_2025-26,Bundesliga,2.6,3.2,1.4,1.0,0.8,1.4,1800.2334621436823,1474.6653774068745,0.5454545454545454,11
2026-03-06,Celta,Real Madrid,1,2,A,LaLiga_2025-26,La Liga,1.6,1.4,1.0,1.8,1.8,1.0,1561.3188310581772,1759.7530854481465,0.09090909090909091,11
2026-03-06,Napoli,Torino,2,1,H,SerieA_2025-26,Serie A,2.0,2.0,1.6,1.4,1.2,1.4,1702.7259894435392,1487.8864183037037,0.6363636363636364,11
2026-03-06,Paris SG,Monaco,1,3,A,Ligue1_2025-26,Ligue 1,2.4,2.4,0.8,2.6,2.4,0.6,1802.9341415997887,1609.4952856179111,0.36363636363636365,11
2026-03-07,Ath Madrid,Sociedad,3,2,H,LaLiga_2025-26,La Liga,1.4,1.0,1.2,1.6,1.8,1.8,1675.126548626921,1539.49709488047,0.6363636363636364,11
2026-03-07,Toulouse,Marseille,0,1,A,Ligue1_2025-26,Ligue 1,0.4,0.4,1.0,1.0,1.4,2.6,1511.1373102147086,1638.5964601850155,0.0,7
2026-03-07,Auxerre,Strasbourg,0,0,D,Ligue1_2025-26,Ligue 1,1.2,1.0,1.2,1.0,1.6,1.6,1444.2280581049938,1576.7590514832384,0.2,5
2026-03-07,Nantes,Angers,0,1,A,Ligue1_2025-26,Ligue 1,0.6,0.8,1.4,1.2,0.4,1.0,1415.9785178285083,1439.8632381256577,0.3333333333333333,9
2026-03-07,Cagliari,Como,1,2,A,SerieA_2025-26,Serie A,1.0,1.0,1.0,1.6,1.4,0.8,1461.2840927147215,1600.9608635636798,0.0,3
